Epoch,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
100,86,710,1,3,0.9885057471264368,0.9662921348314607,0.9772727272727273,82,713,5,0,0.9425287356321839,1.0,0.9704142011834319,106,693,1,0,0.9906542056074766,1.0,0.9953051643192489,118,677,4,1,0.9672131147540983,0.9915966386554622,0.979253112033195,94,706,0,0,1.0,1.0,1.0,102,691,3,4,0.9714285714285714,0.9622641509433962,0.9668246445497629,102,698,0,0,1.0,1.0,1.0,95,697,1,7,0.9895833333333334,0.9313725490196079,0.9595959595959597,0.98125,0.9812392134852626,0.9814406841812409,0.9810832261192908,0.9786034851115598,42.35613012313843
