Epoch,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
100,89,710,1,0,0.9888888888888889,1.0,0.9944134078212291,81,718,0,1,1.0,0.9878048780487805,0.9938650306748467,106,694,0,0,1.0,1.0,1.0,113,681,0,6,1.0,0.9495798319327731,0.9741379310344828,94,706,0,0,1.0,1.0,1.0,101,693,1,5,0.9901960784313726,0.9528301886792453,0.9711538461538463,102,698,0,0,1.0,1.0,1.0,100,686,12,2,0.8928571428571429,0.9803921568627451,0.9345794392523364,0.9825,0.9839927637721755,0.983825881940443,0.9835187068670926,0.9801059555388116,67.50442481040955
