iteration,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
152501,87,711,0,2,1.0,0.9775280898876404,0.9886363636363636,82,716,2,0,0.9761904761904762,1.0,0.9879518072289156,106,693,1,0,0.9906542056074766,1.0,0.9953051643192489,117,678,3,2,0.975,0.9831932773109243,0.9790794979079498,94,706,0,0,1.0,1.0,1.0,103,691,3,3,0.9716981132075472,0.9716981132075472,0.9716981132075472,102,698,0,0,1.0,1.0,1.0,99,697,1,3,0.99,0.9705882352941176,0.9801980198019802,0.9875,0.9879428493756875,0.9878759644625288,0.9878586207627507,0.9857028894237274,45.54212236404419
152501,87,710,1,2,0.9886363636363636,0.9775280898876404,0.983050847457627,82,717,1,0,0.9879518072289156,1.0,0.993939393939394,106,693,1,0,0.9906542056074766,1.0,0.9953051643192489,119,679,2,0,0.9834710743801653,1.0,0.9916666666666667,93,706,0,1,1.0,0.9893617021276596,0.9946524064171123,105,688,6,1,0.9459459459459459,0.9905660377358491,0.967741935483871,102,698,0,0,1.0,1.0,1.0,94,697,1,8,0.9894736842105263,0.9215686274509803,0.9543147208121827,0.985,0.9857666351261742,0.9848780571502662,0.9850838918870128,0.982899163816699,45.883174419403076
