iteration,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
152501,88,710,1,1,0.9887640449438202,0.9887640449438202,0.9887640449438202,82,717,1,0,0.9879518072289156,1.0,0.993939393939394,106,694,0,0,1.0,1.0,1.0,117,681,0,2,1.0,0.9831932773109243,0.9915254237288135,94,706,0,0,1.0,1.0,1.0,103,688,6,3,0.944954128440367,0.9716981132075472,0.958139534883721,102,698,0,0,1.0,1.0,1.0,97,695,3,5,0.97,0.9509803921568627,0.9603960396039604,0.98625,0.9864587475766378,0.9868294784523943,0.9865955546374636,0.9842768268886772,43.56664538383484
