iteration,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
152501,87,710,1,2,0.9886363636363636,0.9775280898876404,0.983050847457627,82,715,3,0,0.9647058823529412,1.0,0.9820359281437125,106,691,3,0,0.9724770642201835,1.0,0.986046511627907,114,681,0,5,1.0,0.957983193277311,0.9785407725321889,93,706,0,1,1.0,0.9893617021276596,0.9946524064171123,105,680,14,1,0.8823529411764706,0.9905660377358491,0.9333333333333333,102,698,0,0,1.0,1.0,1.0,90,698,0,12,1.0,0.8823529411764706,0.9375,0.97375,0.9760215314232448,0.9747239955256164,0.9743949749389851,0.9702643884267502,42.87504053115845
