iteration,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews
152501,87,710,1,2,0.9886363636363636,0.9775280898876404,0.983050847457627,82,714,4,0,0.9534883720930233,1.0,0.9761904761904763,106,694,0,0,1.0,1.0,1.0,117,681,0,2,1.0,0.9831932773109243,0.9915254237288135,94,706,0,0,1.0,1.0,1.0,105,685,9,1,0.9210526315789473,0.9905660377358491,0.9545454545454546,102,698,0,0,1.0,1.0,1.0,92,697,1,10,0.989247311827957,0.9019607843137255,0.9435897435897437,0.98125,0.9815530848920364,0.9816560236560175,0.9811127431890144,0.9786840150171652
