Epoch,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
100,88,709,2,1,0.9777777777777777,0.9887640449438202,0.9832402234636872,82,715,3,0,0.9647058823529412,1.0,0.9820359281437125,106,693,1,0,0.9906542056074766,1.0,0.9953051643192489,118,680,1,1,0.9915966386554622,0.9915966386554622,0.9915966386554622,94,705,1,0,0.9894736842105263,1.0,0.9947089947089947,104,683,11,2,0.9043478260869565,0.9811320754716981,0.9411764705882354,102,698,0,0,1.0,1.0,1.0,87,698,0,15,1.0,0.8529411764705882,0.9206349206349206,0.97625,0.9773195018363925,0.9768042419426961,0.9760872925642827,0.9730911194363044,59.33288931846619
