iteration,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
152501,87,710,1,2,0.9886363636363636,0.9775280898876404,0.983050847457627,82,715,3,0,0.9647058823529412,1.0,0.9820359281437125,106,694,0,0,1.0,1.0,1.0,112,681,0,7,1.0,0.9411764705882353,0.9696969696969697,94,706,0,0,1.0,1.0,1.0,106,663,31,0,0.7737226277372263,1.0,0.8724279835390947,80,698,0,22,1.0,0.7843137254901961,0.8791208791208792,95,695,3,7,0.9693877551020408,0.9313725490196079,0.95,0.9525,0.9620565786035715,0.9542988543732099,0.9545415759947854,0.9469167510853197,46.68244481086731
152501,83,710,1,6,0.9880952380952381,0.9325842696629213,0.9595375722543353,82,715,3,0,0.9647058823529412,1.0,0.9820359281437125,106,691,3,0,0.9724770642201835,1.0,0.986046511627907,119,678,3,0,0.9754098360655737,1.0,0.9875518672199171,94,706,0,0,1.0,1.0,1.0,104,691,3,2,0.9719626168224299,0.9811320754716981,0.9765258215962441,102,697,1,0,0.9902912621359223,1.0,0.9951219512195122,93,695,3,9,0.96875,0.9117647058823529,0.9393939393939394,0.97875,0.9789614874615362,0.9781851313771215,0.978276698931946,0.9757496711722182,974.4067323207855
