Epoch,class1_TP,class1_TN,class1_FP,class1_FN,class1_Precision,class1_Recall,class1_F1,class2_TP,class2_TN,class2_FP,class2_FN,class2_Precision,class2_Recall,class2_F1,class3_TP,class3_TN,class3_FP,class3_FN,class3_Precision,class3_Recall,class3_F1,class4_TP,class4_TN,class4_FP,class4_FN,class4_Precision,class4_Recall,class4_F1,class5_TP,class5_TN,class5_FP,class5_FN,class5_Precision,class5_Recall,class5_F1,class6_TP,class6_TN,class6_FP,class6_FN,class6_Precision,class6_Recall,class6_F1,class7_TP,class7_TN,class7_FP,class7_FN,class7_Precision,class7_Recall,class7_F1,class8_TP,class8_TN,class8_FP,class8_FN,class8_Precision,class8_Recall,class8_F1,accuracy,precision_macro,recall_macro,f1_macro,matthews,Time
100,89,708,3,0,0.967391304347826,1.0,0.9834254143646408,82,716,2,0,0.9761904761904762,1.0,0.9879518072289156,106,694,0,0,1.0,1.0,1.0,118,681,0,1,1.0,0.9915966386554622,0.9957805907172996,94,706,0,0,1.0,1.0,1.0,102,692,2,4,0.9807692307692307,0.9622641509433962,0.9714285714285713,102,698,0,0,1.0,1.0,1.0,98,696,2,4,0.98,0.9607843137254902,0.9702970297029702,0.98875,0.9880438764134416,0.9893306379155435,0.9886104266802997,0.9871434813936002,96.92362260818481
